,STNAME,CTYNAME,PRICE,YEAR,POPULATION,STATEPOP,POPWEIGHT,W_PRICE
20948,Tennessee,Union County,132523.0,2017,19399,6708799,0.0029,383.2
20949,Illinois,Hancock County,74785.0,2017,17958,12778828,0.0014,105.09
20950,Missouri,Benton County,99353.0,2017,19072,6106670,0.0031,310.29
20951,Wisconsin,Green Lake County,137510.0,2017,18720,5790186,0.0032,444.58
20952,Minnesota,Houston County,188089.0,2017,18677,5566230,0.0034,631.12
20953,Arkansas,Arkansas County,76144.0,2017,17872,3001345,0.006,453.41
20954,Missouri,Perry County,137241.0,2017,19262,6106670,0.0032,432.89
20955,Missouri,New Madrid County,74561.0,2017,17544,6106670,0.0029,214.21
20956,Iowa,Poweshiek County,141124.0,2017,18334,3141550,0.0058,823.6
20957,Kentucky,Harrison County,108069.0,2017,18735,4452268,0.0042,454.75
20958,Colorado,Otero County,89025.0,2017,18345,5611885,0.0033,291.02
20959,Missouri,Wright County,0.0,2017,18210,6106670,0.003,0.0
20960,Tennessee,Haywood County,86985.0,2017,17607,6708799,0.0026,228.29
20961,Georgia,Pierce County,124496.0,2017,19197,10410330,0.0018,229.57
20962,Washington,Adams County,174261.0,2017,19651,7423362,0.0026,461.3
20963,Kentucky,Adair County,0.0,2017,19287,4452268,0.0043,0.0
20964,Utah,Duchesne County,205515.0,2017,19868,3101042,0.0064,1316.71
20965,Texas,Eastland County,83544.0,2017,18294,28295273,0.0006,54.01
20966,Illinois,Edgar County,59830.0,2017,17390,12778828,0.0014,81.42
20967,Virginia,Southampton County,146071.0,2017,17841,8463587,0.0021,307.91
20968,Texas,Young County,95435.0,2017,17922,28295273,0.0006,60.45
20969,California,Inyo County,351083.0,2017,17868,39358497,0.0005,159.38
20970,Tennessee,Humphreys County,116492.0,2017,18503,6708799,0.0028,321.29
20971,Missouri,Pike County,0.0,2017,18557,6106670,0.003,0.0
20972,Arkansas,Drew County,90419.0,2017,18370,3001345,0.0061,553.42
20973,Iowa,Cedar County,158080.0,2017,18490,3141550,0.0059,930.4
20974,Virginia,Patrick County,108687.0,2017,17713,8463587,0.0021,227.47
20975,Virginia,New Kent County,261881.0,2017,21638,8463587,0.0026,669.52
20976,Georgia,Brantley County,0.0,2017,18832,10410330,0.0018,0.0
20977,Virginia,Greene County,248483.0,2017,19593,8463587,0.0023,575.23
20978,Georgia,Banks County,164773.0,2017,18628,10410330,0.0018,294.84
20979,New York,Schuyler County,134387.0,2017,17913,19589572,0.0009,122.89
20980,Georgia,Lamar County,122705.0,2017,18600,10410330,0.0018,219.24
20981,Tennessee,Unicoi County,114393.0,2017,17796,6708799,0.0027,303.44
20982,Kentucky,McCreary County,51844.0,2017,17372,4452268,0.0039,202.29
20983,Missouri,Pemiscot County,72140.0,2017,16783,6106670,0.0027,198.26
20984,Pennsylvania,Montour County,185285.0,2017,18270,12787641,0.0014,264.72
20985,California,Mariposa County,287816.0,2017,17414,39358497,0.0004,127.34
20986,Tennessee,Johnson County,98574.0,2017,17603,6708799,0.0026,258.65
20987,Georgia,Appling County,86424.0,2017,18438,10410330,0.0018,153.07
20988,Texas,Bosque County,115026.0,2017,18295,28295273,0.0006,74.37
20989,Kentucky,Hart County,86434.0,2017,18745,4452268,0.0042,363.91
20990,Iowa,Clayton County,124077.0,2017,17648,3141550,0.0056,697.02
20991,Arkansas,Franklin County,88150.0,2017,17809,3001345,0.0059,523.05
20992,Wisconsin,Richland County,125743.0,2017,17517,5790186,0.003,380.41
20993,Arkansas,Jackson County,51423.0,2017,17017,3001345,0.0057,291.56
20994,Arkansas,Randolph County,79304.0,2017,17665,3001345,0.0059,466.76
20995,Tennessee,Fentress County,90614.0,2017,18214,6708799,0.0027,246.01
20996,New Mexico,Los Alamos County,276839.0,2017,18742,2091784,0.009,2480.43
20997,Arkansas,Cross County,83407.0,2017,16792,3001345,0.0056,466.65
20998,Georgia,Pike County,173831.0,2017,18204,10410330,0.0017,303.97
20999,Georgia,Morgan County,229856.0,2017,18373,10410330,0.0018,405.67
21000,New Mexico,Socorro County,114089.0,2017,16832,2091784,0.008,918.04
21001,Texas,Falls County,80758.0,2017,17340,28295273,0.0006,49.49
21002,North Carolina,Yancey County,167868.0,2017,17697,10268233,0.0017,289.32
21003,Colorado,Chaffee County,359620.0,2017,19666,5611885,0.0035,1260.23
21004,Illinois,Union County,90487.0,2017,16968,12778828,0.0013,120.15
21005,North Carolina,Avery County,0.0,2017,17517,10268233,0.0017,0.0
21006,Mississippi,Stone County,109734.0,2017,18593,2988510,0.0062,682.71
21007,Illinois,Bond County,99476.0,2017,16648,12778828,0.0013,129.6
21008,Iowa,Tama County,104941.0,2017,17029,3141550,0.0054,568.84
21009,Iowa,Delaware County,145418.0,2017,17143,3141550,0.0055,793.53
21010,Illinois,Warren County,79470.0,2017,17144,12778828,0.0013,106.62
21011,Georgia,Ben Hill County,73728.0,2017,17037,10410330,0.0016,120.66
21012,Missouri,Cooper County,126914.0,2017,17647,6106670,0.0029,366.75
21013,Alabama,Washington County,0.0,2017,16522,4874486,0.0034,0.0
21014,Kentucky,Russell County,90174.0,2017,17723,4452268,0.004,358.95
21015,West Virginia,Morgan County,148260.0,2017,17716,1817004,0.0098,1445.55
21016,Maine,Piscataquis County,102459.0,2017,16804,1334612,0.0126,1290.05
21017,Iowa,Hardin County,0.0,2017,17073,3141550,0.0054,0.0
21018,Texas,Gaines County,147994.0,2017,20553,28295273,0.0007,107.5
21019,Michigan,Benzie County,184402.0,2017,17624,9973114,0.0018,325.87
21020,Kentucky,Mason County,86348.0,2017,17192,4452268,0.0039,333.42
21021,Pennsylvania,Potter County,88925.0,2017,16841,12787641,0.0013,117.11
21022,Virginia,Westmoreland County,195532.0,2017,17725,8463587,0.0021,409.5
21023,Virginia,Brunswick County,104078.0,2017,16570,8463587,0.002,203.76
21024,Arkansas,Lawrence County,59207.0,2017,16571,3001345,0.0055,326.89
21025,Mississippi,Chickasaw County,76307.0,2017,17144,2988510,0.0057,437.75
21026,Indiana,Rush County,102073.0,2017,16643,6658078,0.0025,255.15
21027,Indiana,Parke County,102482.0,2017,16907,6658078,0.0025,260.23
21028,Kentucky,Simpson County,121424.0,2017,18046,4452268,0.0041,492.16
21029,Alabama,Henry County,101720.0,2017,17115,4874486,0.0035,357.15
21030,Arkansas,Van Buren County,90049.0,2017,16552,3001345,0.0055,496.61
21031,Missouri,Andrew County,152399.0,2017,17474,6106670,0.0029,436.08
21032,Virginia,Giles County,116964.0,2017,16754,8463587,0.002,231.53
21033,Arkansas,Sharp County,70149.0,2017,17147,3001345,0.0057,400.77
21034,Alabama,Fayette County,70106.0,2017,16466,4874486,0.0034,236.82
21035,Indiana,Fountain County,90428.0,2017,16419,6658078,0.0025,223.0
21036,Texas,Frio County,88310.0,2017,19895,28295273,0.0007,62.09
21037,Georgia,Cook County,89426.0,2017,17213,10410330,0.0017,147.86
21038,Louisiana,Claiborne Parish,100779.0,2017,15953,4670560,0.0034,344.23
21039,Texas,Burleson County,148215.0,2017,18053,28295273,0.0006,94.56
21040,Michigan,Kalkaska County,111988.0,2017,17571,9973114,0.0018,197.3
21041,Colorado,Pitkin County,1270411.0,2017,17973,5611885,0.0032,4068.7
21042,Virginia,Buckingham County,123046.0,2017,17038,8463587,0.002,247.7
21043,Tennessee,Chester County,116447.0,2017,17154,6708799,0.0026,297.75
21044,Iowa,Crawford County,99206.0,2017,17076,3141550,0.0054,539.24
21045,Kentucky,Spencer County,200511.0,2017,18619,4452268,0.0042,838.52
21046,Arkansas,Sevier County,0.0,2017,17103,3001345,0.0057,0.0
21047,Kentucky,Rockcastle County,75326.0,2017,16778,4452268,0.0038,283.86
21048,Missouri,Bates County,111657.0,2017,16293,6106670,0.0027,297.91
21049,South Dakota,Hughes County,194457.0,2017,17670,872868,0.0202,3936.51
21050,Tennessee,Wayne County,89418.0,2017,16641,6708799,0.0025,221.8
21051,Florida,Gilchrist County,163409.0,2017,17900,20963613,0.0009,139.53
21052,Georgia,Jefferson County,64588.0,2017,15630,10410330,0.0015,96.97
21053,Kansas,Atchison County,90101.0,2017,16298,2908718,0.0056,504.85
21054,Texas,Scurry County,91713.0,2017,17003,28295273,0.0006,55.11
21055,Kentucky,Garrard County,139019.0,2017,17449,4452268,0.0039,544.83
21056,West Virginia,Taylor County,94174.0,2017,16914,1817004,0.0093,876.64
21057,Iowa,Jefferson County,118138.0,2017,18219,3141550,0.0058,685.13
21058,Wisconsin,Lafayette County,110891.0,2017,16689,5790186,0.0029,319.62
21059,Illinois,Lawrence County,48138.0,2017,16027,12778828,0.0013,60.37
21060,Tennessee,Polk County,113861.0,2017,16759,6708799,0.0025,284.43
21061,Texas,Leon County,164502.0,2017,17235,28295273,0.0006,100.2
21062,Missouri,Dallas County,112188.0,2017,16699,6106670,0.0027,306.78
21063,Illinois,Wayne County,70190.0,2017,16412,12778828,0.0013,90.15
21064,Nebraska,Seward County,183380.0,2017,17203,1915947,0.009,1646.54
21065,Illinois,Piatt County,138082.0,2017,16422,12778828,0.0013,177.45
21066,Idaho,Gem County,0.0,2017,17311,1717715,0.0101,0.0
21067,Iowa,Dickinson County,223272.0,2017,17141,3141550,0.0055,1218.22
21068,Iowa,Clay County,120990.0,2017,16141,3141550,0.0051,621.64
21069,Arkansas,Marion County,117142.0,2017,16429,3001345,0.0055,641.22
21070,Wisconsin,Crawford County,116864.0,2017,16199,5790186,0.0028,326.95
21071,Georgia,Dade County,138829.0,2017,16254,10410330,0.0016,216.76
21072,Texas,Robertson County,131828.0,2017,17153,28295273,0.0006,79.92
21073,Texas,Lee County,197652.0,2017,17109,28295273,0.0006,119.51
21074,West Virginia,Barbour County,64159.0,2017,16515,1817004,0.0091,583.15
21075,West Virginia,Wetzel County,67981.0,2017,15433,1817004,0.0085,577.41
21076,Oklahoma,Pawnee County,81039.0,2017,16419,3931316,0.0042,338.46
21077,Wisconsin,Sawyer County,188828.0,2017,16367,5790186,0.0028,533.76
21078,Massachusetts,Dukes County,799001.0,2017,17311,6859789,0.0025,2016.32
21079,Nevada,Humboldt County,225963.0,2017,16719,2969905,0.0056,1272.05
21080,Kansas,Neosho County,0.0,2017,16094,2908718,0.0055,0.0
21081,Georgia,Telfair County,56140.0,2017,15929,10410330,0.0015,85.9
21082,Mississippi,Smith County,85203.0,2017,16073,2988510,0.0054,458.24
21083,Tennessee,Benton County,93069.0,2017,15993,6708799,0.0024,221.87
21084,Illinois,Mercer County,92080.0,2017,15608,12778828,0.0012,112.47
21085,Illinois,Pike County,71618.0,2017,15668,12778828,0.0012,87.81
21086,Michigan,Gogebic County,83892.0,2017,15340,9973114,0.0015,129.04
21087,Florida,Dixie County,102048.0,2017,16615,20963613,0.0008,80.88
21088,New Mexico,Torrance County,105156.0,2017,15535,2091784,0.0074,780.96
21089,West Virginia,Lewis County,89032.0,2017,16178,1817004,0.0089,792.71
21090,Iowa,Iowa County,147849.0,2017,16133,3141550,0.0051,759.26
21091,Kentucky,Knott County,54251.0,2017,15244,4452268,0.0034,185.75
21092,Illinois,Clark County,85476.0,2017,15812,12778828,0.0012,105.76
21093,North Dakota,Richland County,130010.0,2017,16287,754942,0.0216,2804.82
21094,Iowa,Floyd County,102771.0,2017,15767,3141550,0.005,515.79
21095,Kansas,Osage County,105199.0,2017,15842,2908718,0.0054,572.95
21096,Georgia,Rabun County,215406.0,2017,16545,10410330,0.0016,342.34
21097,Louisiana,Jackson Parish,95107.0,2017,15898,4670560,0.0034,323.73
21098,Idaho,Idaho County,207422.0,2017,16373,1717715,0.0095,1977.12
21099,Virginia,Alleghany County,103382.0,2017,15128,8463587,0.0018,184.79
21100,Georgia,Brooks County,106179.0,2017,15617,10410330,0.0015,159.28
21101,Minnesota,Kanabec County,148304.0,2017,16060,5566230,0.0029,427.9
21102,Illinois,Richland County,0.0,2017,15837,12778828,0.0012,0.0
21103,Indiana,Vermillion County,66469.0,2017,15503,6658078,0.0023,154.77
21104,Colorado,Park County,315481.0,2017,17894,5611885,0.0032,1005.94
21105,Minnesota,Aitkin County,171122.0,2017,15792,5566230,0.0028,485.49
21106,Wisconsin,Ashland County,101884.0,2017,15501,5790186,0.0027,272.76
21107,Oregon,Baker County,152049.0,2017,16083,4143625,0.0039,590.16
21108,Montana,Hill County,173910.0,2017,16469,1052482,0.0156,2721.3
21109,Arkansas,Clay County,46640.0,2017,14865,3001345,0.005,231.0
21110,Minnesota,Redwood County,86821.0,2017,15244,5566230,0.0027,237.77
21111,Georgia,Greene County,331566.0,2017,17203,10410330,0.0017,547.91
21112,South Carolina,Bamberg County,66100.0,2017,14384,5021268,0.0029,189.35
21113,Kentucky,Casey County,77297.0,2017,15818,4452268,0.0036,274.62
21114,Indiana,Tipton County,118773.0,2017,15137,6658078,0.0023,270.03
21115,Virginia,King William County,198532.0,2017,16684,8463587,0.002,391.36
21116,Iowa,Page County,78777.0,2017,15213,3141550,0.0048,381.48
21117,Wisconsin,Washburn County,148412.0,2017,15739,5790186,0.0027,403.42
21118,Virginia,Dickenson County,66321.0,2017,14722,8463587,0.0017,115.36
21119,Michigan,Arenac County,85830.0,2017,15014,9973114,0.0015,129.21
21120,Wyoming,Carbon County,164043.0,2017,15252,578931,0.0263,4321.73
21121,Ohio,Harrison County,81992.0,2017,15202,11659650,0.0013,106.9
21122,Florida,Gulf County,200265.0,2017,16105,20963613,0.0008,153.85
21123,Virginia,Nottoway County,103916.0,2017,15432,8463587,0.0018,189.47
21124,Oklahoma,Marshall County,94047.0,2017,16364,3931316,0.0042,391.47
21125,Washington,San Juan County,561716.0,2017,16729,7423362,0.0023,1265.86
21126,Alabama,Hale County,91611.0,2017,14801,4874486,0.003,278.17
21127,Nebraska,Otoe County,139296.0,2017,15956,1915947,0.0083,1160.06
21128,Minnesota,Renville County,111231.0,2017,14693,5566230,0.0026,293.61
21129,Arkansas,Madison County,98845.0,2017,16299,3001345,0.0054,536.78
21130,Iowa,Madison County,175575.0,2017,16000,3141550,0.0051,894.21
21131,Iowa,Hamilton County,0.0,2017,15032,3141550,0.0048,0.0
21132,Missouri,Dent County,95180.0,2017,15497,6106670,0.0025,241.54
21133,Montana,Park County,300231.0,2017,16386,1052482,0.0156,4674.27
21134,Minnesota,Roseau County,111977.0,2017,15305,5566230,0.0027,307.89
21135,Louisiana,West Feliciana Parish,266336.0,2017,15371,4670560,0.0033,876.52
21136,Missouri,Moniteau County,127357.0,2017,16047,6106670,0.0026,334.67
21137,North Carolina,Mitchell County,134207.0,2017,14992,10268233,0.0015,195.95
21138,Missouri,Macon County,100929.0,2017,15262,6106670,0.0025,252.25
21139,Iowa,Kossuth County,94456.0,2017,14939,3141550,0.0048,449.17
21140,Florida,Union County,129070.0,2017,15448,20963613,0.0007,95.11
21141,Virginia,Grayson County,106565.0,2017,15697,8463587,0.0019,197.64
21142,Colorado,Las Animas County,134435.0,2017,14201,5611885,0.0025,340.19
21143,Texas,Pecos County,0.0,2017,15634,28295273,0.0006,0.0
21144,Idaho,Gooding County,177816.0,2017,15121,1717715,0.0088,1565.31
21145,Wisconsin,Burnett County,150111.0,2017,15295,5790186,0.0026,396.52
21146,Colorado,Alamosa County,181525.0,2017,16108,5611885,0.0029,521.04
21147,Mississippi,Walthall County,0.0,2017,14505,2988510,0.0049,0.0
21148,Illinois,Massac County,68516.0,2017,14291,12778828,0.0011,76.62
21149,Kentucky,Henry County,133151.0,2017,15972,4452268,0.0036,477.66
21150,Wisconsin,Marquette County,124803.0,2017,15280,5790186,0.0026,329.35
21151,Illinois,Carroll County,100542.0,2017,14475,12778828,0.0011,113.89
21152,Colorado,Gunnison County,371305.0,2017,16863,5611885,0.003,1115.72
21153,Louisiana,Winn Parish,97141.0,2017,14350,4670560,0.0031,298.46
21154,Virginia,Floyd County,138251.0,2017,15758,8463587,0.0019,257.4
21155,Indiana,Brown County,190553.0,2017,15010,6658078,0.0023,429.58
21156,Minnesota,Sibley County,123996.0,2017,14899,5566230,0.0027,331.9
21157,Missouri,Gasconade County,122250.0,2017,14683,6106670,0.0024,293.94
21158,Texas,Nolan County,74741.0,2017,14854,28295273,0.0005,39.24
21159,Oklahoma,Choctaw County,53732.0,2017,14804,3931316,0.0038,202.34
21160,Missouri,Livingston County,106561.0,2017,15157,6106670,0.0025,264.49
21161,South Carolina,Calhoun County,151212.0,2017,14696,5021268,0.0029,442.56
21162,Kansas,Bourbon County,72483.0,2017,14609,2908718,0.005,364.04
21163,Georgia,Jeff Davis County,79578.0,2017,15039,10410330,0.0014,114.96
21164,Iowa,Mills County,168390.0,2017,15060,3141550,0.0048,807.23
21165,Ohio,Morgan County,87649.0,2017,14644,11659650,0.0013,110.08
21166,Oklahoma,Kingfisher County,123802.0,2017,15688,3931316,0.004,494.03
21167,Oklahoma,Craig County,95517.0,2017,14332,3931316,0.0036,348.22
21168,Virginia,Nelson County,222391.0,2017,14800,8463587,0.0017,388.89
21169,Wisconsin,Bayfield County,171892.0,2017,15006,5790186,0.0026,445.48
21170,Kentucky,Union County,74771.0,2017,14620,4452268,0.0033,245.53
21171,Virginia,Appomattox County,136917.0,2017,15723,8463587,0.0019,254.35
21172,Alabama,Cleburne County,100693.0,2017,14899,4874486,0.0031,307.77
21173,Iowa,Harrison County,118738.0,2017,14107,3141550,0.0045,533.19
21174,West Virginia,Roane County,77125.0,2017,14004,1817004,0.0077,594.42
21175,Georgia,Dooly County,79634.0,2017,13691,10410330,0.0013,104.73
21176,Georgia,Oglethorpe County,145457.0,2017,14874,10410330,0.0014,207.83
21177,Louisiana,LaSalle Parish,87646.0,2017,14887,4670560,0.0032,279.36
21178,Kentucky,Pendleton County,112840.0,2017,14602,4452268,0.0033,370.08
21179,Iowa,Butler County,123316.0,2017,14592,3141550,0.0046,572.78
21180,Michigan,Missaukee County,108015.0,2017,15020,9973114,0.0015,162.68
21181,Illinois,Moultrie County,102441.0,2017,14701,12778828,0.0012,117.85
21182,Pennsylvania,Fulton County,133113.0,2017,14469,12787641,0.0011,150.62
21183,Colorado,Grand County,450765.0,2017,15364,5611885,0.0027,1234.09
21184,Texas,Karnes County,119790.0,2017,15556,28295273,0.0005,65.86
21185,Florida,Hamilton County,90978.0,2017,14364,20963613,0.0007,62.34
21186,North Carolina,Chowan County,129036.0,2017,14029,10268233,0.0014,176.3
21187,Texas,Andrews County,151371.0,2017,17603,28295273,0.0006,94.17
21188,Florida,Jefferson County,157389.0,2017,14165,20963613,0.0007,106.35
21189,Wisconsin,Rusk County,104643.0,2017,14148,5790186,0.0024,255.69
21190,Utah,San Juan County,173916.0,2017,15277,3101042,0.0049,856.78
21191,Georgia,Macon County,51409.0,2017,13254,10410330,0.0013,65.45
21192,Illinois,Washington County,105893.0,2017,13963,12778828,0.0011,115.71
21193,Kentucky,Estill County,66141.0,2017,14178,4452268,0.0032,210.62
21194,Illinois,Mason County,66950.0,2017,13677,12778828,0.0011,71.66
21195,Illinois,White County,72977.0,2017,13903,12778828,0.0011,79.4
21196,Ohio,Noble County,0.0,2017,14400,11659650,0.0012,0.0
21197,Ohio,Monroe County,0.0,2017,13931,11659650,0.0012,0.0
21198,Florida,Calhoun County,97577.0,2017,14428,20963613,0.0007,67.16
21199,Georgia,Screven County,89483.0,2017,13956,10410330,0.0013,119.96
21200,Tennessee,Crockett County,86112.0,2017,14436,6708799,0.0022,185.3
21201,Texas,Trinity County,107972.0,2017,14677,28295273,0.0005,56.01
21202,Alabama,Lamar County,69713.0,2017,13882,4874486,0.0028,198.53
21203,Minnesota,Faribault County,95500.0,2017,13768,5566230,0.0025,236.22
21204,West Virginia,Braxton County,0.0,2017,14217,1817004,0.0078,0.0
21205,Georgia,Long County,154277.0,2017,18780,10410330,0.0018,278.31
21206,Texas,Newton County,105156.0,2017,13908,28295273,0.0005,51.69
21207,Mississippi,Greene County,100785.0,2017,13529,2988510,0.0045,456.25
21208,South Dakota,Union County,227923.0,2017,15277,872868,0.0175,3989.13
21209,Missouri,Mississippi County,0.0,2017,13594,6106670,0.0022,0.0
21210,Louisiana,Bienville Parish,70482.0,2017,13631,4670560,0.0029,205.7
21211,Kentucky,Fleming County,89708.0,2017,14439,4452268,0.0032,290.93
21212,Kentucky,Trigg County,131532.0,2017,14418,4452268,0.0032,425.95
21213,Georgia,McIntosh County,146111.0,2017,14080,10410330,0.0014,197.62
21214,Iowa,Allamakee County,133851.0,2017,13803,3141550,0.0044,588.1
21215,Indiana,Newton County,114789.0,2017,14027,6658078,0.0021,241.83
21216,California,Mono County,437487.0,2017,14354,39358497,0.0004,159.55
21217,Nebraska,Saline County,103612.0,2017,14365,1915947,0.0075,776.84
21218,Kentucky,Larue County,112524.0,2017,14196,4452268,0.0032,358.78
21219,Oklahoma,Atoka County,0.0,2017,13779,3931316,0.0035,0.0
21220,Wisconsin,Price County,103739.0,2017,13380,5790186,0.0023,239.72
21221,Arkansas,Lincoln County,65331.0,2017,13475,3001345,0.0045,293.31
21222,Tennessee,Sequatchie County,123299.0,2017,14767,6708799,0.0022,271.4
21223,Illinois,Ford County,82770.0,2017,13298,12778828,0.001,86.13
21224,Texas,Jackson County,128403.0,2017,14806,28295273,0.0005,67.19
21225,Michigan,Crawford County,91953.0,2017,13906,9973114,0.0014,128.21
21226,Virginia,Clarke County,329970.0,2017,14454,8463587,0.0017,563.52
21227,West Virginia,Hardy County,109699.0,2017,13849,1817004,0.0076,836.11
21228,Texas,Zapata County,90001.0,2017,14254,28295273,0.0005,45.34
21229,Oklahoma,Hughes County,61938.0,2017,13265,3931316,0.0034,208.99
21230,Missouri,Cedar County,108961.0,2017,14070,6106670,0.0023,251.05
21231,North Carolina,Swain County,162897.0,2017,14263,10268233,0.0014,226.27
21232,Texas,Lamb County,49396.0,2017,13165,28295273,0.0005,22.98
21233,Texas,Comanche County,91381.0,2017,13533,28295273,0.0005,43.71
21234,Iowa,Cass County,92846.0,2017,13144,3141550,0.0042,388.46
21235,North Dakota,Rolette County,101444.0,2017,14614,754942,0.0194,1963.73
21236,Alabama,Clay County,87390.0,2017,13350,4874486,0.0027,239.34
21237,Minnesota,Pennington County,146845.0,2017,14178,5566230,0.0025,374.04
21238,West Virginia,Summers County,65039.0,2017,12882,1817004,0.0071,461.11
21239,Kentucky,Morgan County,84106.0,2017,13230,4452268,0.003,249.92
21240,Alabama,Crenshaw County,72078.0,2017,13858,4874486,0.0028,204.92
21241,Georgia,Jasper County,133862.0,2017,13882,10410330,0.0013,178.5
21242,Illinois,Greene County,60547.0,2017,13156,12778828,0.001,62.33
21243,Missouri,Osage County,154740.0,2017,13658,6106670,0.0022,346.09
21244,Kentucky,Lewis County,62442.0,2017,13363,4452268,0.003,187.41
21245,South Dakota,Clay County,161806.0,2017,14032,872868,0.0161,2601.15
21246,Minnesota,Wadena County,108243.0,2017,13647,5566230,0.0025,265.38
21247,Wyoming,Converse County,215225.0,2017,13733,578931,0.0237,5105.42
21248,Texas,Dawson County,66726.0,2017,12744,28295273,0.0005,30.05
21249,Illinois,Clay County,69701.0,2017,13270,12778828,0.001,72.38
21250,Tennessee,Cannon County,140405.0,2017,14157,6708799,0.0021,296.28
21251,Colorado,Moffat County,207345.0,2017,13088,5611885,0.0023,483.57
21252,Arkansas,Howard County,74895.0,2017,13365,3001345,0.0045,333.51
21253,California,Trinity County,278826.0,2017,12726,39358497,0.0003,90.15
21254,Texas,Reeves County,0.0,2017,15166,28295273,0.0005,0.0
21255,Alabama,Sumter County,0.0,2017,12749,4874486,0.0026,0.0
21256,New Mexico,Colfax County,134880.0,2017,12151,2091784,0.0058,783.51
21257,Tennessee,Grundy County,90668.0,2017,13332,6708799,0.002,180.18
21258,Arkansas,Izard County,81633.0,2017,13666,3001345,0.0046,371.7
21259,Missouri,Douglas County,100691.0,2017,13276,6106670,0.0022,218.9
21260,Nebraska,York County,125800.0,2017,13762,1915947,0.0072,903.61
21261,Texas,Madison County,158499.0,2017,14251,28295273,0.0005,79.83
21262,Illinois,Cass County,0.0,2017,12492,12778828,0.001,0.0
21263,Kentucky,Webster County,57533.0,2017,13012,4452268,0.0029,168.14
21264,Alaska,Kodiak Island Borough,301962.0,2017,13512,739700,0.0183,5515.9
21265,Wisconsin,Buffalo County,122469.0,2017,13105,5790186,0.0023,277.19
21266,Texas,Callahan County,111080.0,2017,13968,28295273,0.0005,54.83
21267,Texas,Wilbarger County,69708.0,2017,12683,28295273,0.0004,31.25
21268,Missouri,Wayne County,0.0,2017,13303,6106670,0.0022,0.0
21269,West Virginia,Monroe County,87945.0,2017,13382,1817004,0.0074,647.7
21270,Kentucky,Jackson County,57525.0,2017,13422,4452268,0.003,173.42
21271,Oklahoma,Murray County,82838.0,2017,13918,3931316,0.0035,293.27
21272,Alaska,Ketchikan Gateway Borough,291662.0,2017,13834,739700,0.0187,5454.71
21273,North Carolina,Perquimans County,163603.0,2017,13439,10268233,0.0013,214.12
21274,Ohio,Vinton County,76777.0,2017,13082,11659650,0.0011,86.14
21275,Indiana,Pulaski County,94666.0,2017,12529,6658078,0.0019,178.14
21276,Montana,Glacier County,0.0,2017,13732,1052482,0.013,0.0
21277,Michigan,Presque Isle County,99859.0,2017,12742,9973114,0.0013,127.58
21278,Kansas,Allen County,72373.0,2017,12555,2908718,0.0043,312.39
21279,Kentucky,Magoffin County,31700.0,2017,12519,4452268,0.0028,89.13
21280,Tennessee,Stewart County,120722.0,2017,13422,6708799,0.002,241.52
21281,Minnesota,Koochiching County,100447.0,2017,12506,5566230,0.0022,225.68
21282,Virginia,Madison County,231027.0,2017,13212,8463587,0.0016,360.64
21283,Wyoming,Goshen County,160171.0,2017,13361,578931,0.0231,3696.55
21284,Idaho,Fremont County,242014.0,2017,13122,1717715,0.0076,1848.8
21285,Iowa,Wright County,75125.0,2017,12765,3141550,0.0041,305.25
21286,North Carolina,Washington County,60152.0,2017,11944,10268233,0.0012,69.97
21287,Alabama,Conecuh County,0.0,2017,12431,4874486,0.0026,0.0
21288,Arkansas,Little River County,0.0,2017,12373,3001345,0.0041,0.0
21289,North Carolina,Pamlico County,165525.0,2017,12638,10268233,0.0012,203.73
21290,Mississippi,Amite County,0.0,2017,12448,2988510,0.0042,0.0
21291,Georgia,Bleckley County,99551.0,2017,12764,10410330,0.0012,122.06
21292,Arkansas,Desha County,45441.0,2017,11743,3001345,0.0039,177.79
21293,Washington,Pend Oreille County,225048.0,2017,13358,7423362,0.0018,404.96
21294,Kentucky,Caldwell County,71320.0,2017,12666,4452268,0.0028,202.89
21295,Texas,Morris County,87140.0,2017,12375,28295273,0.0004,38.11
21296,Mississippi,Lawrence County,91354.0,2017,12629,2988510,0.0042,386.05
21297,Virginia,Lunenburg County,85606.0,2017,12333,8463587,0.0015,124.74
21298,Missouri,DeKalb County,127399.0,2017,12532,6106670,0.0021,261.45
21299,Iowa,Appanoose County,75423.0,2017,12353,3141550,0.0039,296.57
21300,Florida,Glades County,119910.0,2017,13580,20963613,0.0006,77.68
21301,Tennessee,Bledsoe County,91738.0,2017,14895,6708799,0.0022,203.68
21302,Texas,Red River County,63464.0,2017,12164,28295273,0.0004,27.28
21303,Indiana,Pike County,87530.0,2017,12315,6658078,0.0018,161.9
21304,Idaho,Franklin County,218582.0,2017,13467,1717715,0.0078,1713.7
21305,Oklahoma,Haskell County,79186.0,2017,12726,3931316,0.0032,256.33
21306,Indiana,Blackford County,70725.0,2017,12028,6658078,0.0018,127.77
21307,Idaho,Shoshone County,120553.0,2017,12519,1717715,0.0073,878.61
21308,Missouri,Linn County,63857.0,2017,12168,6106670,0.002,127.24
21309,Illinois,Menard County,158523.0,2017,12293,12778828,0.001,152.5
21310,Virginia,Amelia County,179540.0,2017,12980,8463587,0.0015,275.35
21311,Kentucky,Butler County,93606.0,2017,12778,4452268,0.0029,268.65
