,STNAME,CTYNAME,PRICE,YEAR,POPULATION,STATEPOP,POPWEIGHT,W_PRICE
1133,Indiana,Harrison County,123352.0,2010,39330,6490432,0.0061,747.47
1134,Texas,Upshur County,116344.0,2010,39377,25241971,0.0016,181.49
1135,Idaho,Nez Perce County,155637.0,2010,39315,1570746,0.025,3895.52
1136,Pennsylvania,Clinton County,105241.0,2010,39263,12711160,0.0031,325.07
1137,Missouri,Scott County,0.0,2010,39261,5995974,0.0065,0.0
1138,Minnesota,Mower County,93071.0,2010,39212,5310828,0.0074,687.18
1139,Florida,Hendry County,89111.0,2010,39009,18845537,0.0021,184.45
1140,Kansas,Crawford County,71108.0,2010,39172,2858190,0.0137,974.55
1141,Tennessee,Cheatham County,153145.0,2010,39131,6355311,0.0062,942.95
1142,Ohio,Defiance County,86449.0,2010,39082,11539336,0.0034,292.79
1143,Indiana,Cass County,0.0,2010,38985,6490432,0.006,0.0
1144,Illinois,Livingston County,94791.0,2010,38854,12840503,0.003,286.83
1145,South Carolina,Colleton County,115900.0,2010,38887,4635649,0.0084,972.25
1146,Illinois,Jefferson County,73652.0,2010,38755,12840503,0.003,222.3
1147,Maine,Waldo County,164855.0,2010,38818,1327629,0.0292,4820.13
1148,Pennsylvania,Greene County,116685.0,2010,38607,12711160,0.003,354.4
1149,Illinois,Woodford County,132129.0,2010,38661,12840503,0.003,397.82
1150,Missouri,Lawrence County,80308.0,2010,38591,5995974,0.0064,516.87
1151,Michigan,Chippewa County,75047.0,2010,38616,9877510,0.0039,293.4
1152,Minnesota,Benton County,152580.0,2010,38462,5310828,0.0072,1105.01
1153,Indiana,Knox County,0.0,2010,38391,6490432,0.0059,0.0
1154,Texas,Cooke County,119141.0,2010,38472,25241971,0.0015,181.59
1155,Washington,Douglas County,201338.0,2010,38514,6742830,0.0057,1150.01
1156,Tennessee,Fayette County,190070.0,2010,38427,6355311,0.006,1149.25
1157,North Carolina,Yadkin County,0.0,2010,38433,9574323,0.004,0.0
1158,Tennessee,Dyer County,80376.0,2010,38318,6355311,0.006,484.61
1159,Alabama,Escambia County,0.0,2010,38345,4785437,0.008,0.0
1160,Indiana,Montgomery County,101780.0,2010,38098,6490432,0.0059,597.44
1161,Texas,Brown County,78212.0,2010,38076,25241971,0.0015,117.98
1162,California,Amador County,221550.0,2010,37886,37319502,0.001,224.91
1163,Texas,Caldwell County,116131.0,2010,38127,25241971,0.0015,175.41
1164,Iowa,Webster County,75708.0,2010,37879,3050745,0.0124,940.01
1165,Indiana,Putnam County,118535.0,2010,37909,6490432,0.0058,692.33
1166,Texas,Erath County,113772.0,2010,37912,25241971,0.0015,170.88
1167,Minnesota,Isanti County,172191.0,2010,37857,5310828,0.0071,1227.42
1168,Maryland,Talbot County,279222.0,2010,37879,5788645,0.0065,1827.14
1169,Alabama,Covington County,0.0,2010,37809,4785437,0.0079,0.0
1170,Illinois,Clinton County,112896.0,2010,37843,12840503,0.0029,332.72
1171,Wisconsin,Oconto County,123186.0,2010,37717,5690475,0.0066,816.49
1172,Ohio,Williams County,89939.0,2010,37512,11539336,0.0033,292.37
1173,Virginia,Warren County,219670.0,2010,37518,8023699,0.0047,1027.15
1174,Idaho,Madison County,0.0,2010,37592,1570746,0.0239,0.0
1175,South Carolina,Newberry County,104884.0,2010,37609,4635649,0.0081,850.92
1176,Oklahoma,Pontotoc County,84247.0,2010,37595,3759944,0.01,842.37
1177,Idaho,Latah County,197242.0,2010,37255,1570746,0.0237,4678.19
1178,Arizona,Graham County,97962.0,2010,37152,6407172,0.0058,568.03
1179,North Carolina,Alexander County,120351.0,2010,37233,9574323,0.0039,468.03
1180,Kentucky,Calloway County,103205.0,2010,37348,4348181,0.0086,886.46
1181,Mississippi,Marshall County,0.0,2010,37062,2970548,0.0125,0.0
1182,Vermont,Bennington County,218589.0,2010,37078,625879,0.0592,12949.54
1183,Indiana,Huntington County,93866.0,2010,37117,6490432,0.0057,536.79
1184,Kentucky,Graves County,79207.0,2010,37262,4348181,0.0086,678.77
1185,Michigan,Delta County,0.0,2010,37047,9877510,0.0038,0.0
1186,Illinois,Fulton County,61275.0,2010,37076,12840503,0.0029,176.93
1187,Mississippi,Alcorn County,0.0,2010,37107,2970548,0.0125,0.0
1188,Oregon,Clatsop County,246805.0,2010,37088,3837491,0.0097,2385.28
1189,Mississippi,Monroe County,0.0,2010,36922,2970548,0.0124,0.0
1190,Nebraska,Scotts Bluff County,94800.0,2010,37057,1829542,0.0203,1920.15
1191,Kentucky,Greenup County,66302.0,2010,36885,4348181,0.0085,562.43
1192,Arkansas,Boone County,101875.0,2010,36893,2921964,0.0126,1286.28
1193,Indiana,Miami County,73907.0,2010,36810,6490432,0.0057,419.16
1194,Ohio,Coshocton County,81888.0,2010,36938,11539336,0.0032,262.13
1195,Virginia,Gloucester County,211215.0,2010,36940,8023699,0.0046,972.4
1196,Iowa,Jasper County,110180.0,2010,36812,3050745,0.0121,1329.49
1197,Wisconsin,Green County,135439.0,2010,36857,5690475,0.0065,877.23
1198,Vermont,Addison County,243792.0,2010,36823,625879,0.0588,14343.27
1199,Kansas,Finney County,116480.0,2010,36952,2858190,0.0129,1505.91
1200,West Virginia,Logan County,50505.0,2010,36723,1854239,0.0198,1000.25
1201,Texas,Matagorda County,100959.0,2010,36709,25241971,0.0015,146.82
1202,Nebraska,Dodge County,107512.0,2010,36673,1829542,0.02,2155.07
1203,Minnesota,McLeod County,142423.0,2010,36589,5310828,0.0069,981.22
1204,Arkansas,Independence County,78636.0,2010,36809,2921964,0.0126,990.61
1205,Michigan,Houghton County,0.0,2010,36730,9877510,0.0037,0.0
1206,Minnesota,Steele County,151052.0,2010,36497,5310828,0.0069,1038.06
1207,South Dakota,Brown County,131615.0,2010,36653,816166,0.0449,5910.67
1208,Utah,Summit County,460046.0,2010,36500,2775332,0.0132,6050.33
1209,Georgia,Ware County,58080.0,2010,36308,9711881,0.0037,217.13
1210,Kansas,Cowley County,0.0,2010,36312,2858190,0.0127,0.0
1211,Wyoming,Albany County,197486.0,2010,36469,564487,0.0646,12758.69
1212,Nebraska,Lincoln County,107207.0,2010,36250,1829542,0.0198,2124.17
1213,Texas,Hale County,60813.0,2010,36269,25241971,0.0014,87.38
1214,Virginia,Halifax County,0.0,2010,36206,8023699,0.0045,0.0
1215,Missouri,Webster County,0.0,2010,36320,5995974,0.0061,0.0
1216,North Carolina,Scotland County,69119.0,2010,36062,9574323,0.0038,260.34
1217,Ohio,Perry County,93329.0,2010,36037,11539336,0.0031,291.46
1218,Illinois,Lee County,99536.0,2010,35983,12840503,0.0028,278.93
1219,Minnesota,Douglas County,166288.0,2010,35989,5310828,0.0068,1126.86
1220,Wisconsin,Oneida County,0.0,2010,35949,5690475,0.0063,0.0
1221,Iowa,Lee County,73350.0,2010,35849,3050745,0.0118,861.93
1222,Virginia,Prince George County,188940.0,2010,35642,8023699,0.0044,839.29
1223,Texas,Jasper County,79293.0,2010,35777,25241971,0.0014,112.39
1224,Tennessee,Cocke County,84036.0,2010,35640,6355311,0.0056,471.27
1225,Louisiana,Beauregard Parish,0.0,2010,35831,4544532,0.0079,0.0
1226,Kentucky,Whitley County,70130.0,2010,35718,4348181,0.0082,576.08
1227,Iowa,Wapello County,64819.0,2010,35682,3050745,0.0117,758.13
1228,Kentucky,Clark County,129447.0,2010,35603,4348181,0.0082,1059.91
1229,Missouri,Barry County,0.0,2010,35555,5995974,0.0059,0.0
1230,Missouri,Laclede County,101123.0,2010,35700,5995974,0.006,602.09
1231,Illinois,Morgan County,76135.0,2010,35503,12840503,0.0028,210.51
1232,West Virginia,Greenbrier County,94607.0,2010,35548,1854239,0.0192,1813.73
1233,Kansas,Montgomery County,64405.0,2010,35349,2858190,0.0124,796.54
1234,Minnesota,Carlton County,129306.0,2010,35416,5310828,0.0067,862.3
1235,Maine,Sagadahoc County,191719.0,2010,35228,1327629,0.0265,5087.17
1236,Virginia,Isle of Wight County,246994.0,2010,35316,8023699,0.0044,1087.13
1237,New York,Seneca County,90592.0,2010,35266,19399878,0.0018,164.68
1238,North Carolina,Bladen County,76428.0,2010,35181,9574323,0.0037,280.84
1239,Texas,Chambers County,167398.0,2010,35456,25241971,0.0014,235.13
1240,Texas,Hill County,79049.0,2010,35144,25241971,0.0014,110.06
1241,Tennessee,Weakley County,72828.0,2010,35044,6355311,0.0055,401.58
1242,Texas,Howard County,0.0,2010,34993,25241971,0.0014,0.0
1243,Illinois,Bureau County,78697.0,2010,34959,12840503,0.0027,214.26
1244,South Carolina,Clarendon County,107272.0,2010,34948,4635649,0.0075,808.72
1245,California,Lassen County,112605.0,2010,34831,37319502,0.0009,105.1
1246,Nebraska,Madison County,104198.0,2010,34961,1829542,0.0191,1991.14
1247,Virginia,Pulaski County,117700.0,2010,34828,8023699,0.0043,510.89
1248,Mississippi,Lincoln County,0.0,2010,34896,2970548,0.0117,0.0
1249,Ohio,Morrow County,0.0,2010,34790,11539336,0.003,0.0
1250,Illinois,Christian County,64942.0,2010,34763,12840503,0.0027,175.82
1251,Mississippi,Panola County,0.0,2010,34640,2970548,0.0117,0.0
1252,Wisconsin,Clark County,0.0,2010,34683,5690475,0.0061,0.0
1253,Kansas,Harvey County,0.0,2010,34740,2858190,0.0122,0.0
1254,Oklahoma,McClain County,134453.0,2010,34733,3759944,0.0092,1242.03
1255,Ohio,Putnam County,109704.0,2010,34476,11539336,0.003,327.76
1256,Maine,Lincoln County,204440.0,2010,34385,1327629,0.0259,5294.9
1257,South Carolina,Williamsburg County,66608.0,2010,34347,4635649,0.0074,493.52
1258,Indiana,Adams County,112028.0,2010,34444,6490432,0.0053,594.52
1259,Kansas,Geary County,0.0,2010,35243,2858190,0.0123,0.0
1260,Alabama,Lawrence County,0.0,2010,34342,4785437,0.0072,0.0
1261,Oklahoma,Lincoln County,79143.0,2010,34356,3759944,0.0091,723.16
1262,Illinois,Effingham County,106221.0,2010,34224,12840503,0.0027,283.11
1263,Alabama,Chambers County,64865.0,2010,34122,4785437,0.0071,462.51
1264,Montana,Silver Bow County,0.0,2010,34230,990697,0.0346,0.0
1265,Indiana,Steuben County,138883.0,2010,34109,6490432,0.0053,729.87
1266,Louisiana,Evangeline Parish,0.0,2010,33956,4544532,0.0075,0.0
1267,North Carolina,Macon County,189519.0,2010,33959,9574323,0.0035,672.2
1268,North Carolina,Dare County,328043.0,2010,33982,9574323,0.0035,1164.32
1269,Texas,Fannin County,95205.0,2010,33920,25241971,0.0013,127.94
1270,Kansas,Ford County,0.0,2010,34008,2858190,0.0119,0.0
1271,Texas,Washington County,156242.0,2010,33708,25241971,0.0013,208.64
1272,Iowa,Sioux County,130363.0,2010,33754,3050745,0.0111,1442.36
1273,Kansas,Lyon County,91904.0,2010,33648,2858190,0.0118,1081.94
1274,West Virginia,Preston County,90069.0,2010,33554,1854239,0.0181,1629.87
1275,Indiana,Gibson County,0.0,2010,33545,6490432,0.0052,0.0
1276,Virginia,Orange County,221521.0,2010,33578,8023699,0.0042,927.03
1277,Indiana,Jasper County,132835.0,2010,33496,6490432,0.0052,685.54
1278,Illinois,Randolph County,74624.0,2010,33464,12840503,0.0026,194.48
1279,Texas,Kendall County,282803.0,2010,33589,25241971,0.0013,376.32
1280,Louisiana,Iberville Parish,136632.0,2010,33388,4544532,0.0073,1003.81
1281,Missouri,Lafayette County,0.0,2010,33381,5995974,0.0056,0.0
1282,Tennessee,Lincoln County,100620.0,2010,33382,6355311,0.0053,528.52
1283,Iowa,Marion County,127323.0,2010,33225,3050745,0.0109,1386.65
1284,Indiana,Whitley County,126261.0,2010,33353,6490432,0.0051,648.83
1285,Ohio,Jackson County,58907.0,2010,33248,11539336,0.0029,169.73
1286,Indiana,Clinton County,93665.0,2010,33221,6490432,0.0051,479.42
1287,Minnesota,Morrison County,140706.0,2010,33244,5310828,0.0063,880.77
1288,Indiana,Greene County,0.0,2010,33207,6490432,0.0051,0.0
1289,Virginia,Accomack County,0.0,2010,33148,8023699,0.0041,0.0
1290,Virginia,Louisa County,204595.0,2010,33309,8023699,0.0042,849.34
1291,Oklahoma,McCurtain County,54517.0,2010,33204,3759944,0.0088,481.44
1292,Virginia,Botetourt County,192481.0,2010,33199,8023699,0.0041,796.41
1293,South Carolina,Chester County,71231.0,2010,33163,4635649,0.0072,509.58
1294,Michigan,Huron County,0.0,2010,33083,9877510,0.0033,0.0
1295,West Virginia,Marshall County,65774.0,2010,33094,1854239,0.0178,1173.92
1296,North Carolina,Transylvania County,202995.0,2010,33085,9574323,0.0035,701.47
1297,Maryland,Caroline County,179335.0,2010,33052,5788645,0.0057,1023.97
1298,South Carolina,Marion County,0.0,2010,32956,4635649,0.0071,0.0
1299,New Hampshire,Coos County,101712.0,2010,32970,1316762,0.025,2546.74
1300,Illinois,Monroe County,164075.0,2010,32994,12840503,0.0026,421.59
1301,New Mexico,Taos County,0.0,2010,32895,2064552,0.0159,0.0
1302,Arkansas,Hot Spring County,82797.0,2010,33231,2921964,0.0114,941.64
1303,Alabama,Pike County,0.0,2010,32970,4785437,0.0069,0.0
1304,Indiana,Wabash County,88599.0,2010,32848,6490432,0.0051,448.4
1305,Maine,Washington County,0.0,2010,32827,1327629,0.0247,0.0
1306,Georgia,Sumter County,64639.0,2010,32684,9711881,0.0034,217.53
1307,Georgia,Oconee County,234837.0,2010,32925,9711881,0.0034,796.14
1308,Kansas,Miami County,176125.0,2010,32882,2858190,0.0115,2026.23
1309,New York,Schoharie County,119734.0,2010,32686,19399878,0.0017,201.73
1310,Michigan,Wexford County,0.0,2010,32739,9877510,0.0033,0.0
1311,Virginia,Mecklenburg County,0.0,2010,32708,8023699,0.0041,0.0
1312,Minnesota,Nicollet County,153686.0,2010,32758,5310828,0.0062,947.96
1313,Michigan,Emmet County,157694.0,2010,32650,9877510,0.0033,521.26
1314,Maryland,Dorchester County,148151.0,2010,32688,5788645,0.0056,836.6
1315,Illinois,McDonough County,60263.0,2010,32634,12840503,0.0025,153.16
1316,Utah,Uintah County,154832.0,2010,32467,2775332,0.0117,1811.29
1317,Missouri,Warren County,160011.0,2010,32605,5995974,0.0054,870.11
1318,Minnesota,Becker County,152669.0,2010,32551,5310828,0.0061,935.74
1319,Indiana,Jefferson County,0.0,2010,32395,6490432,0.005,0.0
1320,Virginia,Amherst County,138052.0,2010,32387,8023699,0.004,557.24
1321,Texas,Titus County,96080.0,2010,32419,25241971,0.0013,123.4
1322,Tennessee,Henry County,85350.0,2010,32398,6355311,0.0051,435.1
1323,Mississippi,Leflore County,0.0,2010,32418,2970548,0.0109,0.0
1324,Mississippi,Adams County,0.0,2010,32574,2970548,0.011,0.0
1325,Nebraska,Platte County,108868.0,2010,32305,1829542,0.0177,1922.33
1326,Tennessee,Claiborne County,0.0,2010,32215,6355311,0.0051,0.0
1327,Virginia,Smyth County,76665.0,2010,32198,8023699,0.004,307.65
1328,Missouri,Stone County,141086.0,2010,32235,5995974,0.0054,758.49
1329,South Carolina,Dillon County,82563.0,2010,32078,4635649,0.0069,571.32
1330,Texas,Kleberg County,74902.0,2010,32037,25241971,0.0013,95.07
1331,Ohio,Hardin County,84855.0,2010,32127,11539336,0.0028,236.25
1332,Georgia,Harris County,174035.0,2010,32149,9711881,0.0033,576.1
1333,South Dakota,Brookings County,0.0,2010,31999,816166,0.0392,0.0
1334,Missouri,Dunklin County,60471.0,2010,31950,5995974,0.0053,322.22
1335,Pennsylvania,Elk County,62153.0,2010,31861,12711160,0.0025,155.79
1336,Kentucky,Knox County,0.0,2010,31851,4348181,0.0073,0.0
1337,Texas,Bee County,0.0,2010,31864,25241971,0.0013,0.0
1338,Oklahoma,Ottawa County,56542.0,2010,31859,3759944,0.0085,479.1
1339,Tennessee,Rhea County,105879.0,2010,31858,6355311,0.005,530.75
1340,Tennessee,Obion County,75747.0,2010,31822,6355311,0.005,379.28
1341,Alabama,Franklin County,0.0,2010,31746,4785437,0.0066,0.0
1342,Indiana,Daviess County,0.0,2010,31720,6490432,0.0049,0.0
1343,Minnesota,Polk County,0.0,2010,31639,5310828,0.006,0.0
1344,Louisiana,Jefferson Davis Parish,92395.0,2010,31632,4544532,0.007,643.11
1345,Kentucky,Muhlenberg County,0.0,2010,31657,4348181,0.0073,0.0
1346,Kentucky,Marshall County,104407.0,2010,31451,4348181,0.0072,755.19
1347,Nebraska,Adams County,94399.0,2010,31328,1829542,0.0171,1616.43
1348,Oregon,Malheur County,104595.0,2010,31349,3837491,0.0082,854.45
1349,Minnesota,Freeborn County,0.0,2010,31204,5310828,0.0059,0.0
1350,Vermont,Caledonia County,137331.0,2010,31166,625879,0.0498,6838.48
1351,Missouri,Polk County,0.0,2010,31157,5995974,0.0052,0.0
1352,Colorado,Delta County,179228.0,2010,30860,5047349,0.0061,1095.82
1353,Ohio,Gallia County,79992.0,2010,31072,11539336,0.0027,215.39
1354,Michigan,Clare County,0.0,2010,31006,9877510,0.0031,0.0
1355,Alabama,Marion County,0.0,2010,30816,4785437,0.0064,0.0
1356,Florida,Wakulla County,113462.0,2010,30825,18845537,0.0016,185.59
1357,Maine,Franklin County,121907.0,2010,30719,1327629,0.0231,2820.71
1358,West Virginia,Hancock County,80191.0,2010,30681,1854239,0.0165,1326.87
1359,Tennessee,Marshall County,111026.0,2010,30687,6355311,0.0048,536.1
1360,Texas,Cass County,76607.0,2010,30457,25241971,0.0012,92.43
1361,Illinois,Logan County,0.0,2010,30283,12840503,0.0024,0.0
1362,Georgia,Bryan County,189483.0,2010,30377,9711881,0.0031,592.67
1363,Illinois,Montgomery County,58741.0,2010,30097,12840503,0.0023,137.68
1364,Georgia,Wayne County,83632.0,2010,30074,9711881,0.0031,258.98
1365,Maryland,Garrett County,166381.0,2010,30141,5788645,0.0052,866.33
1366,Virginia,Carroll County,103090.0,2010,30071,8023699,0.0037,386.36
1367,Missouri,Stoddard County,0.0,2010,30027,5995974,0.005,0.0
1368,Georgia,Lumpkin County,152861.0,2010,30282,9711881,0.0031,476.63
1369,Mississippi,Pontotoc County,0.0,2010,30047,2970548,0.0101,0.0
1370,Washington,Jefferson County,285604.0,2010,29899,6742830,0.0044,1266.42
1371,Wisconsin,Vernon County,111773.0,2010,29766,5690475,0.0052,584.67
1372,Minnesota,Pine County,131518.0,2010,29717,5310828,0.0056,735.92
1373,Illinois,Iroquois County,0.0,2010,29701,12840503,0.0023,0.0
1374,Mississippi,Neshoba County,0.0,2010,29695,2970548,0.01,0.0
1375,Oklahoma,Caddo County,39905.0,2010,29703,3759944,0.0079,315.24
1376,Michigan,Alpena County,77152.0,2010,29510,9877510,0.003,230.5
1377,New Mexico,Grant County,0.0,2010,29383,2064552,0.0142,0.0
1378,Tennessee,Giles County,92700.0,2010,29406,6355311,0.0046,428.92
1379,Mississippi,Sunflower County,0.0,2010,28981,2970548,0.0098,0.0
1380,Mississippi,Copiah County,0.0,2010,29434,2970548,0.0099,0.0
1381,Georgia,Pickens County,154105.0,2010,29436,9711881,0.003,467.08
1382,West Virginia,Randolph County,0.0,2010,29363,1854239,0.0158,0.0
1383,New Mexico,San Miguel County,0.0,2010,29393,2064552,0.0142,0.0
1384,Ohio,Hocking County,102310.0,2010,29478,11539336,0.0026,261.36
1385,Kentucky,Harlan County,0.0,2010,29222,4348181,0.0067,0.0
1386,Virginia,Wythe County,0.0,2010,29252,8023699,0.0036,0.0
1387,West Virginia,Jackson County,0.0,2010,29234,1854239,0.0158,0.0
1388,Kansas,McPherson County,0.0,2010,29128,2858190,0.0102,0.0
1389,Wyoming,Sheridan County,0.0,2010,29148,564487,0.0516,0.0
1390,Ohio,Fayette County,95607.0,2010,29014,11539336,0.0025,240.39
1391,South Carolina,Union County,0.0,2010,28930,4635649,0.0062,0.0
1392,Vermont,Orange County,180768.0,2010,28944,625879,0.0462,8359.68
1393,South Carolina,Marlboro County,0.0,2010,28917,4635649,0.0062,0.0
1394,Virginia,Russell County,0.0,2010,28878,8023699,0.0036,0.0
1395,Mississippi,Tate County,0.0,2010,28987,2970548,0.0098,0.0
1396,Ohio,Carroll County,95927.0,2010,28846,11539336,0.0025,239.8
1397,Indiana,Ripley County,128571.0,2010,28815,6490432,0.0044,570.81
1398,Wisconsin,Trempealeau County,118266.0,2010,28846,5690475,0.0051,599.51
1399,Missouri,Marion County,91024.0,2010,28787,5995974,0.0048,437.01
1400,Georgia,Haralson County,99848.0,2010,28758,9711881,0.003,295.66
1401,Montana,Lake County,265191.0,2010,28789,990697,0.0291,7706.28
1402,Ohio,Van Wert County,75514.0,2010,28678,11539336,0.0025,187.67
1403,Wisconsin,Lincoln County,111387.0,2010,28779,5690475,0.0051,563.33
1404,Kentucky,Perry County,0.0,2010,28669,4348181,0.0066,0.0
1405,Ohio,Pike County,77529.0,2010,28612,11539336,0.0025,192.23
1406,Michigan,Mason County,93101.0,2010,28717,9877510,0.0029,270.67
1407,Kentucky,Bell County,43119.0,2010,28709,4348181,0.0066,284.69
1408,Georgia,Jones County,115665.0,2010,28646,9711881,0.0029,341.16
1409,California,Del Norte County,161528.0,2010,28566,37319502,0.0008,123.64
1410,Kentucky,Meade County,141583.0,2010,28714,4348181,0.0066,934.97
1411,Minnesota,Cass County,140012.0,2010,28652,5310828,0.0054,755.37
1412,Ohio,Adams County,72606.0,2010,28537,11539336,0.0025,179.56
1413,Virginia,Caroline County,186902.0,2010,28635,8023699,0.0036,667.02
1414,Indiana,Jennings County,99001.0,2010,28481,6490432,0.0044,434.43
1415,Tennessee,Carroll County,71076.0,2010,28454,6355311,0.0045,318.22
