,STNAME,CTYNAME,PRICE,YEAR,POPULATION,STATEPOP,POPWEIGHT,W_PRICE,Percent_change,New_percent_change
13568,Texas,Wheeler County,0.0,2014,5696,26964333,0.0002112420136630118,0.0,0.0,1.0
16304,Texas,Wheeler County,0.0,2015,5658,27470056,0.00020596972936640537,0.0,0.0,1.0
19040,Texas,Wheeler County,0.0,2016,5518,27914410,0.00019767568076846332,0.0,0.0,1.0
21776,Texas,Wheeler County,0.0,2017,5300,28295273,0.00018731043874360215,0.0,0.0,1.0
24512,Texas,Wheeler County,78710.0,2018,5158,28628666,0.00018016906550937442,14.18,0.0,1.0
27248,Texas,Wheeler County,78396.0,2019,5056,28995881,0.00017436959408131107,13.67,-0.004,0.996
447,Texas,Wichita County,93418.0,2010,131794,25241971,0.005221224602468643,487.76,0.0,1.0
3183,Texas,Wichita County,91766.0,2011,130803,25645629,0.005100401319850646,468.04,-0.0177,0.9823
5919,Texas,Wichita County,92084.0,2012,131701,26084481,0.005049017459845186,464.93,0.0035,1.0035
8655,Texas,Wichita County,92792.0,2013,132192,26480266,0.004992094867929197,463.23,0.0077,1.0077
11391,Texas,Wichita County,95744.0,2014,132646,26964333,0.004919313227588459,470.99,0.0318,1.0318
14127,Texas,Wichita County,96860.0,2015,130961,27470056,0.004767409283767022,461.77,0.0117,1.0117
16863,Texas,Wichita County,99260.0,2016,131295,27914410,0.004703484687657736,466.87,0.0248,1.0248
19599,Texas,Wichita County,102780.0,2017,131689,28295273,0.004654098937303061,478.35,0.0355,1.0355
22335,Texas,Wichita County,106039.0,2018,131807,28628666,0.004604021717253609,488.21,0.0317,1.0317
25071,Texas,Wichita County,103479.0,2019,132230,28995881,0.004560302892676377,471.9,-0.0241,0.9759
2115,Texas,Wilbarger County,51108.0,2010,13509,25241971,0.0005351800776571687,27.35,0.0,1.0
4851,Texas,Wilbarger County,51103.0,2011,13452,25645629,0.0005245338299169812,26.81,-0.0001,0.9999
7587,Texas,Wilbarger County,52404.0,2012,13289,26084481,0.0005094600118744935,26.7,0.0255,1.0255
10323,Texas,Wilbarger County,55581.0,2013,13204,26480266,0.0004986354744321677,27.71,0.0606,1.0606
13059,Texas,Wilbarger County,58952.0,2014,12988,26964333,0.00048167332750266806,28.4,0.0607,1.0607
15795,Texas,Wilbarger County,62510.0,2015,13055,27470056,0.0004752447537784415,29.71,0.0604,1.0604
18531,Texas,Wilbarger County,66003.0,2016,12880,27914410,0.00046141043281946494,30.45,0.0559,1.0559
21267,Texas,Wilbarger County,69708.0,2017,12683,28295273,0.00044823741407266156,31.25,0.0561,1.0561
24003,Texas,Wilbarger County,72079.0,2018,12777,28628666,0.0004463009209021475,32.17,0.034,1.034
26739,Texas,Wilbarger County,73174.0,2019,12769,28995881,0.0004403728929636592,32.22,0.0152,1.0152
1659,Texas,Willacy County,0.0,2010,22225,25241971,0.0008804779943689817,0.0,0.0,1.0
4395,Texas,Willacy County,0.0,2011,22167,25645629,0.0008643578209760423,0.0,0.0,1.0
7131,Texas,Willacy County,50307.0,2012,22208,26084481,0.0008513874590795961,42.83,0.0,1.0
9867,Texas,Willacy County,52736.0,2013,22019,26480266,0.0008315248796972054,43.85,0.0483,1.0483
12603,Texas,Willacy County,56869.0,2014,21935,26964333,0.0008134820171520653,46.26,0.0784,1.0784
15339,Texas,Willacy County,60923.0,2015,21863,27470056,0.0007958847990699401,48.49,0.0713,1.0713
18075,Texas,Willacy County,63358.0,2016,21761,27914410,0.0007795615239584143,49.39,0.04,1.04
20811,Texas,Willacy County,67121.0,2017,21508,28295273,0.0007601269653768671,51.02,0.0594,1.0594
23547,Texas,Willacy County,70370.0,2018,21450,28628666,0.0007492490219418536,52.72,0.0484,1.0484
26283,Texas,Willacy County,72270.0,2019,21358,28995881,0.0007365873794281333,53.23,0.027,1.027
152,Texas,Williamson County,189719.0,2010,426287,25241971,0.016888023522410353,3203.98,0.0,1.0
2888,Texas,Williamson County,187577.0,2011,442031,25645629,0.01723611458311278,3233.1,-0.0113,0.9887
5624,Texas,Williamson County,196022.0,2012,455750,26084481,0.017472074679193348,3424.91,0.045,1.045
8360,Texas,Williamson County,217351.0,2013,470017,26480266,0.017749708405497135,3857.92,0.1088,1.1088
11096,Texas,Williamson County,238228.0,2014,487913,26964333,0.018094755023237548,4310.68,0.0961,1.0961
13832,Texas,Williamson County,256734.0,2015,507133,27470056,0.018461302008266747,4739.64,0.0777,1.0777
16568,Texas,Williamson County,276119.0,2016,527622,27914410,0.01890142044915153,5219.04,0.0755,1.0755
19304,Texas,Williamson County,287079.0,2017,546251,28295273,0.01930538008945876,5542.17,0.0397,1.0397
22040,Texas,Williamson County,297158.0,2018,566463,28628666,0.019786566373717868,5879.74,0.0351,1.0351
24776,Texas,Williamson County,301383.0,2019,590551,28995881,0.020366720362799115,6138.18,0.0142,1.0142
1055,Texas,Wilson County,192114.0,2010,43051,25241971,0.001705532424547988,327.66,0.0,1.0
3791,Texas,Wilson County,192281.0,2011,43667,25645629,0.0017027073112537033,327.4,0.0009,1.0009
6527,Texas,Wilson County,198831.0,2012,44353,26084481,0.0017003596889660177,338.08,0.0341,1.0341
9263,Texas,Wilson County,214398.0,2013,45217,26480266,0.0017075734813237903,366.1,0.0783,1.0783
11999,Texas,Wilson County,231587.0,2014,46145,26964333,0.0017113347472752247,396.32,0.0802,1.0802
14735,Texas,Wilson County,249831.0,2015,47178,27470056,0.0017174337030838233,429.07,0.0788,1.0788
17471,Texas,Wilson County,268867.0,2016,48212,27914410,0.0017271366294326121,464.37,0.0762,1.0762
20207,Texas,Wilson County,286037.0,2017,49211,28295273,0.0017391950945304538,497.47,0.0639,1.0639
22943,Texas,Wilson County,302739.0,2018,50196,28628666,0.0017533475014169363,530.81,0.0584,1.0584
25679,Texas,Wilson County,308170.0,2019,51070,28995881,0.0017612846459122936,542.78,0.0179,1.0179
2522,Texas,Winkler County,47445.0,2010,7085,25241971,0.000280683311140798,13.32,0.0,1.0
5258,Texas,Winkler County,47620.0,2011,7165,25645629,0.000279384841759974,13.3,0.0037,1.0037
7994,Texas,Winkler County,49117.0,2012,7371,26084481,0.0002825818156013915,13.88,0.0314,1.0314
10730,Texas,Winkler County,51700.0,2013,7635,26480266,0.0002883279193645562,14.91,0.0526,1.0526
13466,Texas,Winkler County,55805.0,2014,7819,26964333,0.0002899756504268064,16.18,0.0794,1.0794
16202,Texas,Winkler County,61505.0,2015,8027,27470056,0.00029220908759705475,17.97,0.1021,1.1021
18938,Texas,Winkler County,68034.0,2016,7915,27914410,0.0002835453086774895,19.29,0.1062,1.1062
21674,Texas,Winkler County,75383.0,2017,7605,28295273,0.00026877280880096123,20.26,0.108,1.108
24410,Texas,Winkler County,81722.0,2018,7778,28628666,0.00027168572926171273,22.2,0.0841,1.0841
27146,Texas,Winkler County,91617.0,2019,8010,28995881,0.0002762461330283429,25.31,0.1211,1.1211
827,Texas,Wise County,161275.0,2010,59115,25241971,0.002341932807069622,377.7,0.0,1.0
3563,Texas,Wise County,159100.0,2011,59967,25645629,0.002338293203882814,372.02,-0.0135,0.9865
6299,Texas,Wise County,161593.0,2012,60424,26084481,0.002316473155053382,374.33,0.0157,1.0157
9035,Texas,Wise County,169452.0,2013,61019,26480266,0.0023043197526792215,390.47,0.0486,1.0486
11771,Texas,Wise County,180463.0,2014,61702,26964333,0.00228828207988679,412.95,0.065,1.065
14507,Texas,Wise County,190105.0,2015,62857,27470056,0.002288200650191612,435.0,0.0534,1.0534
17243,Texas,Wise County,200597.0,2016,64478,27914410,0.002309846419824026,463.35,0.0552,1.0552
19979,Texas,Wise County,222412.0,2017,65848,28295273,0.0023271731642242857,517.59,0.1088,1.1088
22715,Texas,Wise County,238761.0,2018,68284,28628666,0.0023851617815514,569.48,0.0735,1.0735
25451,Texas,Wise County,260338.0,2019,69984,28995881,0.0024135841914925777,628.35,0.0904,1.0904
1080,Texas,Wood County,99008.0,2010,41977,25241971,0.0016629842416030032,164.65,0.0,1.0
3816,Texas,Wood County,98939.0,2011,42092,25645629,0.0016412933369659211,162.39,-0.0007,0.9993
6552,Texas,Wood County,102584.0,2012,42383,26084481,0.001624835855465171,166.68,0.0368,1.0368
9288,Texas,Wood County,109413.0,2013,42346,26480266,0.0015991531202896527,174.97,0.0666,1.0666
12024,Texas,Wood County,117415.0,2014,42764,26964333,0.001585946887690491,186.21,0.0731,1.0731
14760,Texas,Wood County,125373.0,2015,43117,27470056,0.0015696000037276954,196.79,0.0678,1.0678
17496,Texas,Wood County,133050.0,2016,43753,27914410,0.00156739834372283,208.54,0.0612,1.0612
20232,Texas,Wood County,141370.0,2017,44263,28295273,0.0015643248962468042,221.15,0.0625,1.0625
22968,Texas,Wood County,148952.0,2018,45157,28628666,0.0015773351088031835,234.95,0.0536,1.0536
25704,Texas,Wood County,156686.0,2019,45539,28995881,0.0015705334147288023,246.08,0.0519,1.0519
1816,Texas,Young County,66237.0,2010,18522,25241971,0.0007337778812914411,48.6,0.0,1.0
4552,Texas,Young County,66450.0,2011,18355,25645629,0.0007157165066998357,47.56,0.0032,1.0032
7288,Texas,Young County,72854.0,2012,18278,26084481,0.0007007231617911048,51.05,0.0964,1.0964
10024,Texas,Young County,77203.0,2013,18354,26480266,0.0006931199256079981,53.51,0.0597,1.0597
12760,Texas,Young County,81986.0,2014,18274,26964333,0.0006777100698170431,55.56,0.062,1.062
15496,Texas,Young County,86647.0,2015,18163,27470056,0.0006611926819515767,57.29,0.0569,1.0569
18232,Texas,Young County,92303.0,2016,18098,27914410,0.000648338976177537,59.84,0.0653,1.0653
20968,Texas,Young County,95435.0,2017,17922,28295273,0.0006333920156911015,60.45,0.0339,1.0339
23704,Texas,Young County,99104.0,2018,17986,28628666,0.0006282514176525026,62.26,0.0384,1.0384
26440,Texas,Young County,101829.0,2019,18010,28995881,0.0006211227036005563,63.25,0.0275,1.0275
2076,Texas,Zapata County,58915.0,2010,14087,25241971,0.0005580784479944137,32.88,0.0,1.0
4812,Texas,Zapata County,61183.0,2011,14227,25645629,0.0005547534045665248,33.94,0.0385,1.0385
7548,Texas,Zapata County,65324.0,2012,14276,26084481,0.0005472986025675574,35.75,0.0677,1.0677
10284,Texas,Zapata County,68504.0,2013,14385,26480266,0.0005432347243037513,37.21,0.0487,1.0487
13020,Texas,Zapata County,74020.0,2014,14376,26964333,0.0005331487339219553,39.46,0.0805,1.0805
15756,Texas,Zapata County,80090.0,2015,14493,27470056,0.0005275926630801189,42.25,0.082,1.082
18492,Texas,Zapata County,86477.0,2016,14446,27914410,0.0005175104901017074,44.75,0.0797,1.0796999999999999
21228,Texas,Zapata County,90001.0,2017,14254,28295273,0.0005037590554436425,45.34,0.0408,1.0408
23964,Texas,Zapata County,92754.0,2018,14149,28628666,0.0004942249142869598,45.84,0.0306,1.0306
26700,Texas,Zapata County,95331.0,2019,14179,28995881,0.0004890004894143413,46.62,0.0278,1.0278
2210,Texas,Zavala County,0.0,2010,11729,25241971,0.00046466260499229635,0.0,0.0,1.0
4946,Texas,Zavala County,0.0,2011,11875,25645629,0.0004630418696301034,0.0,0.0,1.0
7682,Texas,Zavala County,0.0,2012,12014,26084481,0.0004605803734412044,0.0,0.0,1.0
10418,Texas,Zavala County,52838.0,2013,12195,26480266,0.0004605316275901458,24.33,0.0,1.0
13154,Texas,Zavala County,55205.0,2014,12243,26964333,0.00045404423688136475,25.07,0.0448,1.0448
15890,Texas,Zavala County,57436.0,2015,12310,27470056,0.0004481243139802846,25.74,0.0404,1.0404
18626,Texas,Zavala County,63454.0,2016,12121,27914410,0.000434220175171175,27.55,0.1048,1.1048
21362,Texas,Zavala County,65712.0,2017,11957,28295273,0.0004225794181240096,27.77,0.0356,1.0356
24098,Texas,Zavala County,67014.0,2018,11969,28628666,0.000418077461241121,28.02,0.0198,1.0198
26834,Texas,Zavala County,69809.0,2019,11840,28995881,0.0004083338595575006,28.51,0.0417,1.0417
931,Utah,Box Elder County,160008.0,2010,50175,2775332,0.01807891812583143,2892.77,0.0,1.0
3667,Utah,Box Elder County,155736.0,2011,50239,2814384,0.017850797901068225,2780.01,-0.0267,0.9733
6403,Utah,Box Elder County,161635.0,2012,50201,2853375,0.017593551496035396,2843.73,0.0379,1.0379
9139,Utah,Box Elder County,173311.0,2013,50727,2897640,0.017506315484325175,3034.04,0.0722,1.0722
11875,Utah,Box Elder County,181145.0,2014,51300,2936879,0.01746752249581954,3164.15,0.0452,1.0452
14611,Utah,Box Elder County,192581.0,2015,51826,2981835,0.01738057270103812,3347.17,0.0631,1.0631
17347,Utah,Box Elder County,206528.0,2016,52975,3041868,0.017415285607396507,3596.74,0.0724,1.0724
20083,Utah,Box Elder County,228014.0,2017,53977,3101042,0.01740608479343395,3968.83,0.104,1.104
22819,Utah,Box Elder County,249238.0,2018,54906,3153550,0.017410854433891964,4339.45,0.0931,1.0931
25555,Utah,Box Elder County,266309.0,2019,56046,3205958,0.017481826025169386,4655.57,0.0685,1.0685
503,Utah,Cache County,191182.0,2010,113386,2775332,0.040854931950483765,7810.73,0.0,1.0
3239,Utah,Cache County,172569.0,2011,114781,2814384,0.04078370257932109,7038.0,-0.0974,0.9026
5975,Utah,Cache County,182537.0,2012,115895,2853375,0.04061681342270119,7414.07,0.0578,1.0578
8711,Utah,Cache County,197296.0,2013,117025,2897640,0.04038631437997819,7968.06,0.0809,1.0809
11447,Utah,Cache County,197660.0,2014,117894,2936879,0.04014261397898926,7934.59,0.0018,1.0018
14183,Utah,Cache County,208249.0,2015,119697,2981835,0.040142060174355725,8359.54,0.0536,1.0536
16919,Utah,Cache County,227963.0,2016,122201,3041868,0.040173012109664195,9157.96,0.0947,1.0947
19655,Utah,Cache County,244033.0,2017,124236,3101042,0.04006266280817867,9776.61,0.0705,1.0705
22391,Utah,Cache County,271535.0,2018,126400,3153550,0.04008181256044775,10883.61,0.1127,1.1127
25127,Utah,Cache County,292230.0,2019,128289,3205958,0.040015808067354594,11693.82,0.0762,1.0762
2732,Utah,Daggett County,0.0,2010,1077,2775332,0.00038806168054848934,0.0,0.0,1.0
5468,Utah,Daggett County,0.0,2011,1162,2814384,0.00041287898168835527,0.0,0.0,1.0
8204,Utah,Daggett County,0.0,2012,1095,2853375,0.0003837560783282954,0.0,0.0,1.0
10940,Utah,Daggett County,0.0,2013,1140,2897640,0.00039342361369942434,0.0,0.0,1.0
13676,Utah,Daggett County,145500.0,2014,1124,2936879,0.0003827192063411533,55.69,0.0,1.0
16412,Utah,Daggett County,153114.0,2015,1107,2981835,0.0003712479060712615,56.84,0.0523,1.0523
19148,Utah,Daggett County,164366.0,2016,1076,3041868,0.0003537300106382,58.14,0.0735,1.0735
21884,Utah,Daggett County,181067.0,2017,1013,3101042,0.0003266643921623764,59.15,0.1016,1.1016
24620,Utah,Daggett County,196115.0,2018,974,3153550,0.00030885827083762746,60.57,0.0831,1.0831
27356,Utah,Daggett County,204300.0,2019,950,3205958,0.00029632328308730184,60.54,0.0417,1.0417
200,Utah,Davis County,216669.0,2010,307910,2775332,0.11094528510462892,24038.4,0.0,1.0
2936,Utah,Davis County,208624.0,2011,311852,2814384,0.11080648553999739,23116.89,-0.0371,0.9629
5672,Utah,Davis County,220202.0,2012,315926,2853375,0.11072011214789504,24380.79,0.0555,1.0555
8408,Utah,Davis County,240135.0,2013,322228,2897640,0.11120360017117378,26703.88,0.0905,1.0905
11144,Utah,Davis County,244315.0,2014,328714,2936879,0.11192629999397319,27345.27,0.0174,1.0174
13880,Utah,Davis County,261055.0,2015,334597,2981835,0.11221177563480206,29293.45,0.0685,1.0685
16616,Utah,Davis County,285451.0,2016,341000,3041868,0.1121021687989091,31999.68,0.0935,1.0935
19352,Utah,Davis County,308970.0,2017,346658,3101042,0.11178758623714223,34539.01,0.0824,1.0824
22088,Utah,Davis County,339915.0,2018,351101,3153550,0.11133516196033041,37844.49,0.1002,1.1002
24824,Utah,Davis County,359028.0,2019,355481,3205958,0.11088136525806015,39809.51,0.0562,1.0562
1812,Utah,Duchesne County,0.0,2010,18647,2775332,0.006718835800545665,0.0,0.0,1.0
4548,Utah,Duchesne County,0.0,2011,18700,2814384,0.0066444380013530495,0.0,0.0,1.0
7284,Utah,Duchesne County,145148.0,2012,19000,2853375,0.006658781267796907,966.51,0.0,1.0
10020,Utah,Duchesne County,158726.0,2013,19960,2897640,0.006888364324070623,1093.36,0.0935,1.0935
12756,Utah,Duchesne County,168056.0,2014,20199,2936879,0.0068777092961609925,1155.84,0.0588,1.0588
15492,Utah,Duchesne County,179228.0,2015,20748,2981835,0.00695813148614863,1247.09,0.0665,1.0665
18228,Utah,Duchesne County,191071.0,2016,20242,3041868,0.006654463638790375,1271.48,0.0661,1.0661
20964,Utah,Duchesne County,205515.0,2017,19868,3101042,0.006406878720120527,1316.71,0.0756,1.0756000000000001
23700,Utah,Duchesne County,213917.0,2018,19943,3153550,0.006323984081432037,1352.81,0.0409,1.0409
26436,Utah,Duchesne County,218323.0,2019,19938,3205958,0.0062190459138890776,1357.76,0.0206,1.0206
2376,Utah,Grand County,0.0,2010,9312,2775332,0.0033552742518732893,0.0,0.0,1.0
5112,Utah,Grand County,0.0,2011,9298,2814384,0.0033037424885872008,0.0,0.0,1.0
7848,Utah,Grand County,224127.0,2012,9358,2853375,0.0032796250054759712,735.05,0.0,1.0
10584,Utah,Grand County,240982.0,2013,9376,2897640,0.0032357366684612307,779.75,0.0752,1.0752
13320,Utah,Grand County,265891.0,2014,9481,2936879,0.0032282569353385003,858.36,0.1034,1.1034
16056,Utah,Grand County,282906.0,2015,9551,2981835,0.003203061202246268,906.17,0.064,1.064
18792,Utah,Grand County,302021.0,2016,9622,3041868,0.003163187883234907,955.35,0.0676,1.0676
21528,Utah,Grand County,330986.0,2017,9589,3101042,0.003092186432818388,1023.47,0.0959,1.0959
24264,Utah,Grand County,364742.0,2018,9686,3153550,0.0030714591492127918,1120.29,0.102,1.102
27000,Utah,Grand County,392416.0,2019,9754,3205958,0.003042460319193202,1193.91,0.0759,1.0759
992,Utah,Iron County,175266.0,2010,46263,2775332,0.016669357035482602,2921.57,0.0,1.0
3728,Utah,Iron County,164504.0,2011,46622,2814384,0.01656561435823967,2725.11,-0.0614,0.9386
6464,Utah,Iron County,170438.0,2012,46646,2853375,0.016347658474613395,2786.26,0.0361,1.0361
9200,Utah,Iron County,183821.0,2013,46530,2897640,0.01605789539073177,2951.78,0.0785,1.0785
11936,Utah,Iron County,186599.0,2014,47041,2936879,0.01601734358140053,2988.82,0.0151,1.0151
14672,Utah,Iron County,191431.0,2015,48113,2981835,0.016135366309671727,3088.81,0.0259,1.0259
17408,Utah,Iron County,197768.0,2016,49676,3041868,0.016330754654705595,3229.7,0.0331,1.0331
20144,Utah,Iron County,211185.0,2017,50761,3101042,0.016369014028187946,3456.89,0.0678,1.0678
22880,Utah,Iron County,229141.0,2018,52678,3153550,0.016704349066924577,3827.65,0.085,1.085
25616,Utah,Iron County,243003.0,2019,54839,3205958,0.017105339496025836,4156.65,0.0605,1.0605
2306,Utah,Juab County,0.0,2010,10264,2775332,0.0036982962759050087,0.0,0.0,1.0
5042,Utah,Juab County,0.0,2011,10313,2814384,0.0036643897918691975,0.0,0.0,1.0
7778,Utah,Juab County,153411.0,2012,10295,2853375,0.0036080080606299557,553.51,0.0,1.0
10514,Utah,Juab County,164579.0,2013,10261,2897640,0.003541157631727889,582.8,0.0728,1.0728
13250,Utah,Juab County,172066.0,2014,10410,2936879,0.0035445791263446673,609.9,0.0455,1.0455
15986,Utah,Juab County,182384.0,2015,10551,2981835,0.0035384251643702617,645.35,0.06,1.06
18722,Utah,Juab County,198360.0,2016,11016,3041868,0.003621458919321943,718.35,0.0876,1.0876
21458,Utah,Juab County,218466.0,2017,11293,3101042,0.0036416791517173905,795.58,0.1014,1.1014
24194,Utah,Juab County,241685.0,2018,11629,3153550,0.0036875901761506875,891.24,0.1063,1.1063
26930,Utah,Juab County,261151.0,2019,12017,3205958,0.0037483335714316906,978.88,0.0805,1.0805
2521,Utah,Kane County,0.0,2010,7213,2775332,0.0025989683396436896,0.0,0.0,1.0
5257,Utah,Kane County,0.0,2011,7295,2814384,0.0025920414556080476,0.0,0.0,1.0
7993,Utah,Kane County,178033.0,2012,7173,2853375,0.002513865159679327,447.55,0.0,1.0
10729,Utah,Kane County,187979.0,2013,7124,2897640,0.0024585524771883324,462.16,0.0559,1.0559
13465,Utah,Kane County,192649.0,2014,7167,2936879,0.00244034568669666,470.13,0.0248,1.0248
16201,Utah,Kane County,199066.0,2015,7039,2981835,0.0023606269293907946,469.92,0.0333,1.0333
18937,Utah,Kane County,205870.0,2016,7297,3041868,0.0023988549141514357,493.85,0.0342,1.0342
21673,Utah,Kane County,225323.0,2017,7520,3101042,0.00242499134162001,546.41,0.0945,1.0945
24409,Utah,Kane County,244477.0,2018,7677,3153550,0.0024343993277417516,595.15,0.085,1.085
27145,Utah,Kane County,257167.0,2019,7886,3205958,0.0024597951688699604,632.58,0.0519,1.0519
2170,Utah,Millard County,0.0,2010,12541,2775332,0.004518738659014489,0.0,0.0,1.0
4906,Utah,Millard County,0.0,2011,12570,2814384,0.004466341480053895,0.0,0.0,1.0
7642,Utah,Millard County,98947.0,2012,12468,2853375,0.004369562360362728,432.36,0.0,1.0
10378,Utah,Millard County,108664.0,2013,12555,2897640,0.004332836377189713,470.82,0.0982,1.0982
13114,Utah,Millard County,116620.0,2014,12538,2936879,0.004269157837282367,497.87,0.0732,1.0732
15850,Utah,Millard County,129118.0,2015,12620,2981835,0.004232293202004806,546.47,0.1072,1.1072
18586,Utah,Millard County,140279.0,2016,12655,3041868,0.00416027256935541,583.6,0.0864,1.0864
21322,Utah,Millard County,152192.0,2017,12821,3101042,0.004134416754110392,629.23,0.0849,1.0849
24058,Utah,Millard County,168296.0,2018,12987,3153550,0.004118215978817523,693.08,0.1058,1.1058
26794,Utah,Millard County,175839.0,2019,13188,3205958,0.004113591007742459,723.33,0.0448,1.0448
2353,Utah,Morgan County,0.0,2010,9522,2775332,0.0034309408748214626,0.0,0.0,1.0
5089,Utah,Morgan County,0.0,2011,9653,2814384,0.003429880215350855,0.0,0.0,1.0
7825,Utah,Morgan County,260522.0,2012,9807,2853375,0.003436982520699172,895.41,0.0,1.0
10561,Utah,Morgan County,281477.0,2013,10207,2897640,0.0035225217763421267,991.51,0.0804,1.0804
13297,Utah,Morgan County,297107.0,2014,10601,2936879,0.0036096141516215,1072.44,0.0555,1.0555
16033,Utah,Morgan County,315724.0,2015,11039,2981835,0.0037020827778867713,1168.84,0.0627,1.0627
18769,Utah,Morgan County,336614.0,2016,11370,3041868,0.0037378347778404585,1258.21,0.0662,1.0662
21505,Utah,Morgan County,374669.0,2017,11829,3101042,0.0038145242792583913,1429.18,0.1131,1.1131
24241,Utah,Morgan County,409820.0,2018,11956,3153550,0.0037912828399739975,1553.74,0.0938,1.0937999999999999
26977,Utah,Morgan County,435473.0,2019,12124,3205958,0.0037817089306846816,1646.83,0.0626,1.0626
2716,Utah,Rich County,0.0,2010,2254,2775332,0.0008121550863103945,0.0,0.0,1.0
5452,Utah,Rich County,0.0,2011,2294,2814384,0.0008150984371713312,0.0,0.0,1.0
8188,Utah,Rich County,182117.0,2012,2257,2853375,0.0007909931221798748,144.05,0.0,1.0
10924,Utah,Rich County,203229.0,2013,2263,2897640,0.0007809803840366644,158.72,0.1159,1.1159
13660,Utah,Rich County,214541.0,2014,2273,2936879,0.0007739508505457664,166.04,0.0557,1.0557
16396,Utah,Rich County,234358.0,2015,2300,2981835,0.0007713371128851864,180.77,0.0924,1.0924
19132,Utah,Rich County,258939.0,2016,2313,3041868,0.0007603880247269112,196.89,0.1049,1.1049
21868,Utah,Rich County,280580.0,2017,2395,3101042,0.0007723210456356283,216.7,0.0836,1.0836
24604,Utah,Rich County,308681.0,2018,2456,3153550,0.0007788048389909784,240.4,0.1002,1.1002
27340,Utah,Rich County,331828.0,2019,2483,3205958,0.0007744954862166004,257.0,0.075,1.075
37,Utah,Salt Lake County,227239.0,2010,1032976,2775332,0.37219907384053513,84578.15,0.0,1.0
2773,Utah,Salt Lake County,211045.0,2011,1047610,2814384,0.3722342082672443,78558.17,-0.0713,0.9287
5509,Utah,Salt Lake County,228952.0,2012,1063956,2853375,0.3728763306610593,85370.78,0.0848,1.0848
8245,Utah,Salt Lake County,260270.0,2013,1079392,2897640,0.3725072817879378,96952.47,0.1368,1.1368
10981,Utah,Salt Lake County,264545.0,2014,1090005,2936879,0.37114399333442066,98184.29,0.0164,1.0164
13717,Utah,Salt Lake County,288948.0,2015,1102273,2981835,0.36966264062230136,106813.28,0.0922,1.0922
16453,Utah,Salt Lake County,310155.0,2016,1120109,3041868,0.3682306398568248,114208.57,0.0734,1.0734
19189,Utah,Salt Lake County,338563.0,2017,1136719,3101042,0.3665603368158187,124103.77,0.0916,1.0916
21925,Utah,Salt Lake County,370028.0,2018,1148692,3153550,0.364253618937388,134784.04,0.0929,1.0929
24661,Utah,Salt Lake County,389623.0,2019,1160437,3205958,0.36196263332208345,141028.97,0.053,1.053
2038,Utah,San Juan County,0.0,2010,14824,2775332,0.005341342945636774,0.0,0.0,1.0
4774,Utah,San Juan County,0.0,2011,14839,2814384,0.005272556978720743,0.0,0.0,1.0
7510,Utah,San Juan County,127174.0,2012,15037,2853375,0.0052698996802032685,670.19,0.0,1.0
10246,Utah,San Juan County,135670.0,2013,14988,2897640,0.005172485194848221,701.75,0.0668,1.0668
12982,Utah,San Juan County,141260.0,2014,15058,2936879,0.005127211573919116,724.27,0.0412,1.0412
15718,Utah,San Juan County,149400.0,2015,15239,2981835,0.005110611418807546,763.53,0.0576,1.0576
18454,Utah,San Juan County,159838.0,2016,15329,3041868,0.005039337670142163,805.48,0.0699,1.0699
21190,Utah,San Juan County,173916.0,2017,15277,3101042,0.004926408607171396,856.78,0.0881,1.0881
23926,Utah,San Juan County,190421.0,2018,15358,3153550,0.0048700670672733905,927.36,0.0949,1.0949
26662,Utah,San Juan County,199817.0,2019,15308,3205958,0.0047748598078951755,954.1,0.0493,1.0493
1439,Utah,Sanpete County,0.0,2010,27940,2775332,0.010067264024628405,0.0,0.0,1.0
4175,Utah,Sanpete County,0.0,2011,28003,2814384,0.009949957077641146,0.0,0.0,1.0
6911,Utah,Sanpete County,128598.0,2012,27961,2853375,0.009799272790993123,1260.17,0.0,1.0
9647,Utah,Sanpete County,138633.0,2013,28128,2897640,0.00970721000538369,1345.74,0.078,1.078
12383,Utah,Sanpete County,144712.0,2014,28297,2936879,0.009635058168892896,1394.31,0.0438,1.0438
15119,Utah,Sanpete County,155868.0,2015,28654,2981835,0.009609518970700927,1497.82,0.0771,1.0771
17855,Utah,Sanpete County,167537.0,2016,29232,3041868,0.009609884452579796,1610.01,0.0749,1.0749
20591,Utah,Sanpete County,181985.0,2017,29921,3101042,0.009648692278272916,1755.92,0.0862,1.0862
23327,Utah,Sanpete County,199301.0,2018,30503,3153550,0.009672591206735267,1927.76,0.0952,1.0952
26063,Utah,Sanpete County,214399.0,2019,30939,3205958,0.009650469532040034,2069.05,0.0758,1.0758
1727,Utah,Sevier County,124616.0,2010,20798,2775332,0.007493878209886241,933.86,0.0,1.0
4463,Utah,Sevier County,124910.0,2011,20870,2814384,0.0074154770635421466,926.27,0.0024,1.0024
7199,Utah,Sevier County,129358.0,2012,20658,2853375,0.007239847548955185,936.53,0.0356,1.0356
9935,Utah,Sevier County,139267.0,2013,20747,2897640,0.0071599646608964534,997.15,0.0766,1.0766
12671,Utah,Sevier County,145883.0,2014,20735,2936879,0.007060215963953571,1029.97,0.0475,1.0475
15407,Utah,Sevier County,154310.0,2015,20858,2981835,0.00699502152198227,1079.4,0.0578,1.0578
